Date,Healthcare,Financial,Energy,Utilities,IT,Consumer Discretionary,Consumer staples,Industrials,Telecom,Materials,30 YEAR,Federal funds rate,CPIAUCSL,unemploymentRATE regular,5-year treasury rate,exchange rate,real disposable personal income,PCE,industrail production,import,export,M1,Usrecession,M2,Nominal GDP ,Real GDP
2010/5/1,358.12,217.54,449.37,154.37,383.53,274.2667,283.64,284.43,106.64,205.47,4.518,0.2,217.29,9.6,2.18,104.3545,35761,10140.2,94.6492,126.7,123.1,1708.6,0,8552.3,14875.777,14741.429
2010/6/1,333.08,197.42,396.31,144.92,351.8,254.6774,270.21,256.48,102.44,185.64,4.205,0.2,217.199,9.4,2,104.9254,35753,10165.9,94.8328,125.2,122.2,1722.8,0,8574.4,14947.62,14774.355
2010/7/1,326.88,185.64,373.36,143.44,329.93,229.7118,262.64,238.29,102.04,172.46,3.889,0.18,217.605,9.4,1.76,103.2891,35758,10184.3,95.2539,125.2,122,1717.3,0,8575.1,15015.573,14830.148
2010/8/1,331,197.92,403.14,153.97,353.57,247.4768,277.97,262.83,110.13,193.56,3.989,0.18,217.923,9.5,1.47,102.4854,35842,10247.1,95.6092,125.7,123,1743.3,0,8628.9,15036.195,14824.117
2010/9/1,325.08,182.27,384.14,155.34,328.12,237.4224,273.56,243.55,112.61,188.05,3.516,0.19,218.275,9.5,1.41,101.485,35772,10268.9,95.8794,125.7,123.7,1762.7,0,8659.1,15121.212,14882.216
2010/10/1,353.75,193.18,419.27,159.37,367.86,263.5279,288.27,270.82,121.54,202.21,3.686,0.19,219.035,9.4,1.18,98.8469,35834,10343.7,95.6362,127.1,124.7,1781,0,8708.9,15218.269,14944.645
2010/11/1,361,195.83,442.59,160.85,391.58,277.4999,296.38,277.81,121.4,215.5,3.984,0.19,219.59,9.8,1.35,99.1299,35915,10399.8,95.7002,129.2,126.6,1824.1,0,8737.9,15184.451,14895.513
2010/12/1,349.62,194.14,465.21,155.08,384.45,284.1824,292.38,279.95,119.66,217.51,4.111,0.19,220.472,9.3,1.93,99.7885,36145,10436.1,96.4959,131,127.5,1839.3,0,8774.8,15287.903,14977.003
2011/1/1,364.78,214.77,506.75,159.34,404.55,295.537,303.58,301.12,128.74,239.61,4.335,0.18,221.187,9.1,1.99,98.6353,36312,10474.7,96.4283,133,129.1,1858.4,0,8806.3,15146.24,14835.351
2011/2/1,366.18,220.7,543.84,161.03,421.56,293.4183,298.26,313.88,123.79,239.26,4.572,0.17,221.898,9,2.26,97.883,36394,10512.4,96.0111,135.3,130.8,1874,0,8852.2,15162.635,14802.786
2011/3/1,376.58,226.78,580.67,162.26,429.03,310.3665,305.42,320.28,126.68,245.23,4.502,0.16,223.046,9,2.11,96.9455,36321,10583.5,96.8407,139.3,132.7,1889.9,0,8892.9,15406.238,15005.891
2011/4/1,383,220.71,589.31,161.92,417.63,308.3963,308.85,325.8,133.25,249.36,4.509,0.14,224.093,9.1,2.17,95.3386,36205,10624.6,96.4337,142.9,133.8,1894,0,8946.9,15484.228,15046.975
2011/5/1,407.59,220.49,598.02,168.11,429.83,320.3835,324.45,334.56,134.14,254.48,4.398,0.1,224.806,9,1.84,95.3014,36165,10653.1,96.6227,143.1,134.3,1930.9,0,9006.7,15474.869,14993.384
2011/6/1,416.37,213.09,570.47,170.84,422.04,318.9123,332.13,324.53,136.34,247.05,4.225,0.09,224.806,9.1,1.58,95.2764,36297,10676.4,96.8573,142.2,134.5,1941.6,0,9078.3,15423.681,14928.627
2011/7/1,410.93,206.87,559.46,170.03,410.91,317.89,322.66,321.86,134.34,245.93,4.371,0.09,225.395,9,1.54,94.6234,36418,10727.1,97.3169,142.4,134,1982.4,0,9241.2,15543.177,15007.286
2011/8/1,394.71,199.18,563.02,168.15,417.35,313.2105,317.34,299.25,125.38,237.59,4.12,0.07,226.106,9,1.02,95.1642,36367,10745.6,97.7956,141.9,134.6,2101.9,0,9482.5,15651.802,15087.945
2011/9/1,385.31,179.83,506.52,170.98,391.57,296.1399,318.5,278.84,123.68,221.25,3.602,0.1,226.597,9,0.9,98.0118,36236,10790.6,97.7474,141.7,135.3,2120,0,9514.5,15566.396,14968.625
2011/10/1,367.73,159.05,442.79,170.77,378.19,275.5344,306.71,252.62,122.01,184.55,2.914,0.08,226.75,8.8,1.06,98.9175,36244,10827.6,98.4096,141.2,132.6,2144,0,9550.8,15843.079,15252.512
2011/11/1,388.33,181.58,517.85,176.78,421.55,308.0648,319.89,287.77,124.16,217.03,3.132,0.07,227.169,8.6,0.91,99.5527,36185,10828.7,98.281,142.2,132.7,2175.5,0,9596,15772.82,15170.64
2011/12/1,391.14,172.46,526.41,177.59,413.67,305.3886,327.6,289.62,125.14,216.84,3.056,0.08,227.223,8.5,0.89,100.4923,36441,10827.3,98.6739,142.2,132.1,2163.3,0,9623.1,15740.037,15148.169
2012/1/1,401.9,175.23,520.81,182.98,409.93,308.5797,335.54,292.32,129.82,211.71,2.895,0.07,227.86,8.3,0.84,99.8699,36673,10905.6,99.3787,142.2,132.5,2205.5,0,9711.5,15867.46,15229.308
2012/2/1,413.82,189.19,528.53,176.28,441.01,326.6537,329.84,312.52,124.71,235.12,2.939,0.08,228.377,8.3,0.83,98.1361,36857,10975.9,99.6578,142.2,133.1,2209.2,0,9747.1,16073.877,15385.883
2012/3/1,417.92,198.35,557.36,176.27,472.79,341.3759,341.2,319.78,129.35,233.84,3.085,0.1,228.894,8.2,1.02,98.7325,36933,10987.2,98.9579,144.2,134.1,2222.3,0,9791.2,15980.306,15258.227
2012/4/1,435.76,212.84,538.43,178.07,496.57,356.546,351.49,323.52,130.65,234.14,3.337,0.13,229.286,8.2,0.89,99.0517,37011,11017.4,99.8396,144.1,134.7,2244.6,0,9848.6,16093.488,15342.528
2012/5/1,434.26,207.53,533.15,181.23,487.02,360.9568,351.85,319.81,136.12,231.75,3.112,0.14,228.722,8.2,0.76,100.7772,37028,11010.3,100.0042,142,134,2250.4,0,9880.6,16124.074,15356.924
2012/6/1,417.36,188.19,476.51,181,448.8,339.7783,347.33,299.48,139.66,213.23,2.643,0.16,228.506,8.2,0.71,102.2203,37087,10997.4,100.0318,138.7,131.7,2258.2,0,9941.3,16147.991,15388.128
2012/7/1,440.76,197.37,503.27,187.8,462.02,345.8088,358.92,310.06,147.14,222.94,2.754,0.16,228.475,8.2,0.62,101.7397,36962,11034.9,100.3132,137.7,132.2,2305.2,0,10020.4,16239.673,15433.19
2012/8/1,444.87,197.44,523.7,192.51,466.41,344.6408,368.3,311.15,155.2,219.97,2.547,0.16,229.844,8.1,0.71,100.8564,36869,11054.9,99.8389,139.4,133.4,2328.7,0,10093.2,16162.32,15319.064
2012/9/1,448.23,203.39,533.54,183.27,488.78,359.1246,365.92,314.5,151.3,224.9,2.673,0.13,230.987,7.8,0.67,99.2767,37016,11131,99.9599,140.8,134.5,2394.2,0,10166.9,16281.824,15390.445
2012/10/1,465.29,210.07,551.19,184.89,494.54,370.2602,369.97,319.31,157.13,232.88,2.824,0.14,231.655,7.8,0.71,98.998,37209,11144.7,100.2146,141.2,134.6,2412.1,0,10237.7,16209.757,15293.899
2012/11/1,463.31,213.88,539.94,187.44,460.85,364.2276,364.96,317.23,148.95,227.64,2.858,0.16,231.278,7.7,0.67,99.6311,37679,11161.7,100.7651,140.2,133.8,2419.9,0,10299.5,16270.863,15360.349
2012/12/1,464.72,211.6,530.21,178.1,464.39,375.1517,370.18,321.5,147.64,230.95,2.809,0.16,231.272,7.9,0.7,99.0549,38639,11186.5,101.0382,139.4,133.6,2462.8,0,10419.2,16411.427,15498.878
2013/1/1,462.95,221.24,532.96,177.66,463.82,376.0574,360.78,328.75,146.04,237.62,2.95,0.16,231.641,8,0.81,98.9691,36216,11225.4,100.9614,140.1,134.1,2470.3,0,10455.3,16510.521,15560.807
2013/2/1,496.54,234.02,573.41,186.04,470.05,397.2684,381.12,347.22,149.23,246.55,3.173,0.14,233.005,7.7,0.85,99.7822,36190,11283,101.4781,141.3,135.1,2466.5,0,10434.9,16432.407,15433.978
2013/3/1,502.1,236.67,573.39,189,471.86,401.1648,392.78,354.41,153.05,242.27,3.086,0.15,232.313,7.5,0.82,100.656,36211,11261.6,101.6302,141.2,134.4,2463.9,0,10501.1,16483.392,15481.087
2013/4/1,533.42,245.41,583.98,198.69,483.34,420.2655,410.47,361.89,158.01,247.52,3.103,0.14,231.856,7.6,0.71,100.2955,36206,11253.9,101.5825,140.2,133.6,2508.5,0,10557.6,16518.994,15528.062
2013/5/1,548.29,252,578.84,210.4,487.37,432.5998,422.39,358.85,167.48,248.87,2.877,0.15,231.895,7.5,0.84,100.7301,36400,11279.5,101.6016,139.4,132.9,2513.4,0,10586.3,16465.845,15454.421
2013/6/1,555.95,266.8,590.86,190.25,508,443.9561,412.3,375.42,155.01,253.01,3.28,0.11,232.357,7.5,1.2,101.5428,36464,11320.2,101.8221,138.8,132.8,2528.3,0,10633.8,16639.332,15582.446
2013/7/1,551.18,262.06,578.54,191.4,489.23,447.288,409.77,369.95,157.9,241.61,3.5,0.09,232.749,7.3,1.4,102.0996,36418,11343.1,101.2443,138.9,132.6,2538.1,0,10700,16686.787,15606.663
2013/8/1,590.25,275.89,607.46,199.44,509.27,470.2715,425.66,390.68,156.73,254.92,3.636,0.09,233.249,7.3,1.52,101.9805,36499,11370.2,101.9928,139.4,131.9,2541.6,0,10760.3,16774.634,15671.405
2013/9/1,568.8,261.5,594.84,188.44,504.98,456.1787,406.32,379.9,150.24,254.43,3.7,0.08,233.642,7.3,1.6,101.7676,36565,11423.9,102.4847,139.8,132.4,2587,0,10817.3,16786.626,15646.236
2013/10/1,586.02,268.37,604.86,189.84,519.26,480.3037,410.24,400.7,149.3,265.01,3.686,0.08,233.799,7.2,1.37,100.7446,36442,11465.2,102.4287,138.9,131.6,2627.7,0,10929.3,16888.527,15733.29
2013/11/1,610.66,276.82,629.49,196.78,542.63,502.3925,435.38,420.92,160.27,275.9,3.639,0.09,234.21,6.9,1.37,101.6396,36513,11542,102.7732,137.7,131.8,2616.6,0,10931.7,17052.144,15840.394
2013/12/1,638.06,288.92,632.66,192.17,562.36,519.14,441.58,434.91,156.05,278.88,3.811,0.08,234.847,6.7,1.58,101.8026,36531,11566,102.9513,137.8,132.3,2659.6,0,10990.2,17058.993,15808.472
2014/1/1,642.3,294.71,651.67,193.21,585.48,530.0987,442.62,452.46,155.52,291.64,3.969,0.09,235.436,6.6,1.65,102.7713,36646,11562.2,102.4621,138.3,132.7,2680,0,11038.7,16953.837,15704.686
2014/2/1,647.9,283.73,610.44,198.77,570.33,498.4756,419.15,431.97,149.05,278.04,3.599,0.07,235.621,6.7,1.52,103.0208,36833,11631.4,103.2919,139.8,133.7,2713.6,0,11102.2,17031.092,15759.845
2014/3/1,686.45,292.07,638.36,204.33,595.09,528.8311,433.77,447.16,147.5,296.64,3.583,0.07,235.897,6.7,1.64,102.9336,37033,11714.6,104.0896,140.5,134.9,2748.2,0,11157.4,17090.775,15777.006
2014/4/1,677.01,301.06,652.9,210.64,596.36,513.3583,441.92,450.69,154.39,298.35,3.559,0.08,236.495,6.2,1.7,102.5436,37113,11757.1,104.2409,139.7,133.5,2771.8,0,11218.8,17175.088,15831.171
2014/5/1,672.95,296.13,686.29,219.49,597.59,506.1065,453.85,457.43,155.04,300.42,3.46,0.09,236.803,6.2,1.59,102.2186,37243,11790.1,104.6541,140.1,133.7,2786.9,0,11281.8,17312.859,15913.202
2014/6/1,690.24,299.78,693.46,215.87,618.45,519.9365,461.78,465.14,160.29,308.93,3.328,0.09,237.016,6.1,1.68,102.3699,37396,11854.4,105.1223,140.5,133,2821.2,0,11343.7,17368.817,15958.427
2014/7/1,704.52,306.61,727.63,224.93,632.46,529.4313,459.33,465.61,158.25,313.44,3.36,0.1,237.259,6.2,1.7,102.128,37442,11878.5,105.2073,140.1,133.1,2838,0,11408.5,17500.323,16047.865
2014/8/1,704.37,301.85,702.87,209.38,641.32,522.183,443.51,446.4,162.31,307.19,3.317,0.09,237.163,6.2,1.63,103.0465,37583,11965.9,105.1989,139,132.4,2807.9,0,11443.4,17632.778,16152.193
2014/9/1,737.6,313.99,715.72,218.7,664.91,544.8085,463.79,464,160.57,318.09,3.08,0.09,237.51,6,1.77,104.6018,37609,11978.6,105.575,137.9,131.9,2860.8,0,11481.9,17575.189,16083.767
2014/10/1,739.96,312.29,661.05,213.99,659.92,528.9012,465.07,458.11,161.13,312.57,3.197,0.09,237.651,5.7,1.55,105.9511,37749,12049.5,105.6441,136,130.7,2868.9,0,11538.7,17645.52,16141.083
2014/11/1,778.85,321.2,641.32,230.93,670.87,539.9529,480.9,474.83,160.83,304.39,3.067,0.09,237.261,5.8,1.62,107.7482,37870,12095.7,106.6868,133.5,129.5,2890.6,0,11563.9,17743.269,16224.838
2014/12/1,803.65,328,584.58,232.61,704.2,568.46,506.5,488.1,162.61,308.03,2.89,0.09,236.464,5.6,1.64,110.3885,37960,12082.4,106.5182,130.1,128.3,2922.2,0,11640.2,17687.685,16194.688
2015/1/1,791.97,333.32,586.59,240.14,691.95,572.7496,499.58,486.47,152.55,305.28,2.752,0.12,234.954,5.7,1.37,112.7395,37963,12056.3,105.9906,126,126.1,2923.2,0,11689.6,17706.211,16245.628
2015/2/1,801.26,310.01,557.95,245.77,664.92,554.7885,493.24,468.53,149.13,299.22,2.223,0.11,235.415,5.5,1.47,114.1813,38007,12087.5,105.8576,125.5,125.9,2979.5,0,11793.5,17852.433,16330.482
2015/3/1,834.36,327.52,577.51,228.67,717.41,601.7031,513.82,492.89,158.95,322.61,2.591,0.11,235.859,5.5,1.52,116.2478,37971,12152.9,105.515,125.3,125.9,2992.7,0,11837.9,17792.252,16231.148
2015/4/1,840.73,324.95,565.76,225.68,693.12,597.8616,501.33,479.66,152.93,306.51,2.537,0.11,236.197,5.4,1.35,115.1096,38179,12181,105.2732,125.1,125.1,2994.6,0,11889.7,17907.844,16325.014
2015/5/1,828.85,325.2,602.89,224.58,708.92,597.3032,496.49,479.26,160.09,315.93,2.741,0.12,236.876,5.5,1.54,114.2239,38291,12257.7,105.0259,126.5,125.7,2991.9,0,11918.9,17991.782,16358.549
2015/6/1,864.75,330.53,571.41,224.68,723.41,604.4126,500.09,479.48,157.11,316.72,2.882,0.12,237.423,5.3,1.68,115.1057,38363,12281.8,104.8599,126.6,125.3,3007.9,0,11970.3,18095.133,16439.174
2015/7/1,861.19,328.94,551.11,210.56,691.8,607.2076,489.27,466.37,153.47,303.52,3.124,0.13,237.734,5.3,1.63,117.0983,38430,12327.9,105.4755,125.4,124.8,3027.7,0,12034.6,18053.056,16380.81
2015/8/1,884.71,338.84,508.05,223.22,712.03,635.8098,515.2,467.04,151.71,288.24,2.907,0.13,237.703,5.1,1.54,119.2833,38517,12355.6,105.5783,123.2,123,3045,0,12093.9,18108.025,16426.656
2015/9/1,813.51,315.31,484.21,214.28,670.62,594.0695,484.29,440.68,146.61,271.59,2.962,0.14,237.489,5.1,1.49,120.1913,38564,12387.2,105.3072,121.9,122.3,3057,0,12158.1,18264.688,16557.353
2015/10/1,766.06,305.33,451.33,219.82,663.55,589.3723,484.91,431.78,141.19,250.9,2.854,0.14,237.949,5,1.39,119.1427,38642,12402.1,105.1649,121.5,122,3026.9,0,12166.9,18180.436,16454.729
2015/11/1,824.99,323.97,502.11,222.13,734.33,642.3396,512.23,471.16,149.37,284.64,2.923,0.12,238.302,5,1.67,120.9558,38666,12442.4,104.4871,120.8,121.1,3080.2,0,12263.7,18230.129,16489.83
2015/12/1,820.04,329.48,498.26,216.01,738.69,640.0182,505.71,474,147.38,286.31,2.973,0.12,238.041,5,1.7,122.1836,38818,12471.8,104.0452,119.3,119.8,3071.2,0,12312.2,18257.785,16527.562
